	AveExpr	Coef	t	P.value	P.value.adj	Results
AT3G48740.1	7.23941	-0.062598	0	0.95870674	0.99999982	0
AT3G48870.1	6.64719	-0.327113	0	0.74264682	0.99999982	0
AT3G48930.1	6.79137	-0.54956	0	0.56053256	0.99999982	0
AT3G48990.1	8.25557	-0.264738	0	0.83404079	0.99999982	0
AT3G49140.1	6.30965	0.879599	0.51465	0.32639146	0.99999982	0
AT3G49470.1	5.98507	-0.285647	0	0.83264284	0.99999982	0
AT3G49530.1	6.32547	0.022397	0	0.98253176	0.99999982	0
AT3G49560.1	6.50872	-0.258322	0	0.80060011	0.99999982	0
AT3G49720.1	6.79416	0.189602	0	0.87020991	0.99999982	0
AT3G49910.1	6.59822	-0.151928	0	0.8811861	0.99999982	0
AT3G50060.1	7.58299	-0.259754	0	0.81298153	0.99999982	0
AT3G50370.1	7.8157	0.310686	0	0.81716521	0.99999982	0
AT3G50590.1	6.45296	0.632229	0.11046	0.46770827	0.99999982	0
AT3G50685.1	6.54685	-1.871132	-0.95804	0.2340823	0.99999982	0
AT3G50820.1	10.79333	-0.463157	0	0.77586106	0.99999982	0
AT3G50830.1	5.89198	1.123604	0.79056	0.24322267	0.99999982	0
AT3G50930.1	6.49531	1.897165	2.52115	0.01793311	0.513804576	0
AT3G50950.2	6.74273	-5.117237	-2.43624	0.02715753	0.628809731	0
AT3G51050.1	5.78133	1.115277	0.71406	0.27234892	0.99999982	0
AT3G51160.1	6.22487	-0.074327	0	0.94221272	0.99999982	0
AT3G51370.1	6.99304	0.356806	0	0.74634545	0.99999982	0
AT3G51420.1	6.4668	-0.265141	0	0.79210681	0.99999982	0
AT3G51510.1	6.61565	-0.470392	0	0.62120429	0.99999982	0
AT3G51550.1	8.47844	-0.503293	0	0.60040377	0.99999982	0
AT3G51600.1	7.43707	0.030864	0	0.97596466	0.99999982	0
AT3G51730.1	6.4668	0.468443	0	0.62315569	0.99999982	0
AT3G51820.1	8.21023	1.120706	2.34447	0.02294116	0.566125564	0
AT3G51840.1	6.3394	-0.609897	-0.02907	0.58856674	0.99999982	0
AT3G51920.1	6.69575	0.629786	0.0989	0.4752205	0.99999982	0
AT3G51950.1	6.6943	-0.127176	0	0.90133326	0.99999982	0
AT3G52150.1	4.70271	1.323052	0.39248	0.52168164	0.99999982	0
AT3G52180.1	6.07348	0.271881	0	0.79267097	0.99999982	0
AT3G52230.1	6.89541	0.024985	0	0.98598844	0.99999982	0
AT3G52300.1	6.98802	0.45617	0	0.64372382	0.99999982	0
AT3G52380.1	8.22198	-0.317819	0	0.8305804	0.99999982	0
AT3G52400.1	7.40728	-0.92446	-0.8311	0.21735516	0.99999982	0
AT3G52430.1	5.68825	1.428334	1.10349	0.16477553	0.971308408	0
AT3G52500.1	6.3745	-1.201869	-0.31537	0.57343649	0.99999982	0
AT3G52590.1	7.95009	0.224197	0	0.85526267	0.99999982	0
AT3G52700.1	10.18298	0.865103	0.40577	0.38129766	0.99999982	0
AT3G52800.1	7.33508	-0.007615	0	0.99661227	0.99999982	0
AT3G52850.1	6.75545	1.008608	0.99687	0.17603612	0.997399338	0
AT3G52930.1	6.74686	1.11884	1.12805	0.14860035	0.953749755	0
AT3G52960.1	8.15983	-0.450542	0	0.64942037	0.99999982	0
AT3G52990.1	6.75473	0.561258	0	0.53385336	0.99999982	0
AT3G53020.1	7.29609	-0.738788	-0.31566	0.39271005	0.99999982	0
AT3G53130.1	5.89344	0.695259	0.15098	0.49990781	0.99999982	0
AT3G53260.1	6.07348	-0.446139	0	0.71391022	0.99999982	0
AT3G53430.1	6.46455	-0.253038	0	0.83748123	0.99999982	0
AT3G53580.1	6.71049	0.281868	0	0.79851727	0.99999982	0
AT3G53870.1	7.92415	-0.260932	0	0.82090907	0.99999982	0
AT3G53990.1	6.49057	-0.918651	-0.40667	0.39859663	0.99999982	0
AT3G54050.1	7.35746	1.648383	0.92676	0.23303627	0.99999982	0
AT3G54210.1	8.78864	-0.494528	0	0.62067617	0.99999982	0
AT3G54360.1	6.43765	0.522153	0	0.58841158	0.99999982	0
AT3G54540.1	5.77492	-1.030093	-0.28878	0.55196783	0.99999982	0
AT3G54600.1	5.48276	1.981973	1.38142	0.11834843	0.939512061	0
AT3G54660.1	8.14891	0.764548	0.54303	0.30226949	0.99999982	0
AT3G54810.2	7.61878	0.729458	0.24736	0.43191732	0.99999982	0
AT3G54890.1	11.80456	-1.08118	-4.45842	0.00095336	0.082690192	0
AT3G54920.1	7.42781	-0.02667	0	0.98613162	0.99999982	0
AT3G55040.1	5.92464	0.840672	0.39526	0.37993237	0.99999982	0
AT3G55250.1	6.67805	-0.090436	0	0.93094548	0.99999982	0
AT3G55330.1	7.54051	-0.309827	0	0.7753926	0.99999982	0
AT3G55410.1	6.69774	1.351162	1.42023	0.09921632	0.915267873	0
AT3G55430.1	6.7069	-0.241435	0	0.81154616	0.99999982	0
AT3G55440.1	8.76168	0.230985	0	0.89940199	0.99999982	0
AT3G55610.1	6.44448	1.506638	1.16285	0.15289201	0.955239866	0
AT3G55800.1	9.865	-0.4263	0	0.77651599	0.99999982	0
AT3G55960.1	5.65384	0.765765	0.19311	0.51853814	0.99999982	0
AT3G55980.1	8.7452	-0.209806	0	0.93305926	0.99999982	0
AT3G56040.1	6.21298	0.254594	0	0.80839682	0.99999982	0
AT3G56140.1	6.16411	-0.44403	0	0.70842191	0.99999982	0
AT3G56150.1	7.91767	0.485316	0	0.63579582	0.99999982	0
AT3G56240.1	6.51536	-0.309631	0	0.77498194	0.99999982	0
AT3G56340.1	6.53531	-0.304239	0	0.76435557	0.99999982	0
AT3G56360.1	8.70326	0.076109	0	0.9578022	0.99999982	0
AT3G56400.1	7.88778	-0.039938	0	0.9726175	0.99999982	0
AT3G56680.1	5.96625	-1.458453	-0.52874	0.43027849	0.99999982	0
AT3G56800.1	7.06208	-0.850167	-0.6821	0.25967453	0.99999982	0
AT3G56880.1	7.24891	-0.296014	0	0.77201999	0.99999982	0
AT3G56910.1	8.45256	-0.742816	-0.50627	0.31414313	0.99999982	0
AT3G56940.1	10.88868	-0.145606	0	0.99314968	0.99999982	0
AT3G57260.1	6.69698	1.37514	1.82063	0.05318744	0.84016177	0
AT3G57290.1	6.21482	0.126149	0	0.90404356	0.99999982	0
AT3G57330.1	6.39906	1.110486	0.92557	0.19864591	0.99999982	0
AT3G57410.1	5.68099	2.14325	1.62224	0.08137679	0.905091475	0
AT3G57450.1	6.4203	0.102386	0	0.92037187	0.99999982	0
AT3G57530.1	7.31711	-1.004864	-1.05122	0.1631903	0.971308408	0
AT3G57610.1	6.47432	-0.768049	-0.22621	0.47902582	0.99999982	0
AT3G57870.1	5.81741	-1.320116	-0.42337	0.4929849	0.99999982	0
AT3G57930.1	5.82113	-0.756334	-0.08043	0.74181305	0.99999982	0
AT3G58140.1	6.78956	-0.214175	0	0.83456448	0.99999982	0
AT3G58560.1	6.59771	0.61345	0.07218	0.47976943	0.99999982	0
AT3G58610.1	4.99547	-2.681334	-0.65255	0.43473266	0.99999982	0
AT3G58680.1	6.87324	0.135039	0	0.90145387	0.99999982	0
AT3G58730.1	6.68447	-0.860909	-0.37638	0.39930831	0.99999982	0
AT3G59400.1	7.29834	-1.004876	-0.90697	0.19911017	0.99999982	0
AT3G59780.1	7.7793	-0.009672	0	0.99393087	0.99999982	0
AT3G59920.1	6.081	1.053909	0.71774	0.26392093	0.99999982	0
AT3G59940.1	6.63731	-1.483388	-0.99983	0.19727075	0.99999982	0
AT3G59970.3	5.82876	-0.971116	-0.17088	0.68908078	0.99999982	0
AT3G60030.1	6.33355	-0.259138	0	0.79781512	0.99999982	0
AT3G60190.1	6.47082	0.863749	0.50394	0.32849265	0.99999982	0
AT3G60245.1	7.75295	-0.628483	-0.12242	0.45704126	0.99999982	0
AT3G60320.1	7.00601	0.74863	0.30913	0.39977229	0.99999982	0
AT3G60750.1	10.80031	-0.276474	0	0.78898244	0.99999982	0
AT3G60770.1	6.30907	0.762973	0.30316	0.40935815	0.99999982	0
AT3G61050.1	6.51251	0.118228	0	0.91301084	0.99999982	0
AT3G61130.1	5.80932	1.024785	0.50671	0.36236235	0.99999982	0
AT3G61260.1	6.97872	-1.300957	-0.91716	0.21286054	0.99999982	0
AT3G61280.1	5.45674	2.086145	1.33232	0.13097657	0.950375271	0
AT3G61430.1	7.43977	0.15065	0	0.88564464	0.99999982	0
AT3G61440.1	8.93932	0.005805	0	0.99636283	0.99999982	0
AT3G61470.1	12.3456	-0.529367	0	0.76090275	0.99999982	0
AT3G61580.1	7.86332	-0.843747	-0.70358	0.25257018	0.99999982	0
AT3G61870.1	8.24615	-0.326164	0	0.76279828	0.99999982	0
AT3G62150.1	6.04746	1.194488	0.88027	0.21769635	0.99999982	0
AT3G62250.1	6.91021	1.120603	1.33619	0.10965384	0.932681877	0
AT3G62290.1	8.39881	0.863773	1.02164	0.16814193	0.980546235	0
AT3G62360.1	6.2512	0.289624	0	0.79483598	0.99999982	0
AT3G62410.1	7.90988	-0.494813	0	0.61772354	0.99999982	0
AT3G62530.1	5.7666	-3.65093	-1.95648	0.05529075	0.847103772	0
AT3G62550.1	7.73108	-1.621598	-3.05691	0.00752543	0.272686028	0
AT3G62600.1	5.57957	0.089062	0	0.95226426	0.99999982	0
AT3G62660.1	5.62782	0.763459	0.17536	0.54269401	0.99999982	0
AT3G62700.1	6.43415	0.310789	0	0.75514012	0.99999982	0
AT3G62870.1	7.54881	-0.478453	0	0.63709095	0.99999982	0
AT3G62980.1	6.10534	-0.458843	0	0.7134426	0.99999982	0
AT3G63140.1	9.91563	0.492201	0	0.69069223	0.99999982	0
AT3G63160.1	9.01518	0.022524	0	0.98729344	0.99999982	0
AT3G63190.1	7.42292	-0.605291	-0.04715	0.49359928	0.99999982	0
AT3G63410.1	9.02906	0.083549	0	0.97677383	0.99999982	0
AT3G63490.1	6.21618	0.346723	0	0.87104172	0.99999982	0
AT3G63500.2	5.98965	0.622104	0.04166	0.58952843	0.99999982	0
AT3G63520.1	8.34748	0.26638	0	0.88514397	0.99999982	0
AT3G63540.1	7.82484	0.554889	0	0.53990256	0.99999982	0
AT3G01500.1	8.69935	2.207332	1.31295	0.13829129	0.950375271	0
AT3G01500.3	12.61326	0.046958	0	0.99979364	0.99999982	0
AT3G01540.1	4.80407	0.792602	0.10489	0.71219014	0.99999982	0
AT3G01540.4	6.25353	-0.793651	-0.08858	0.75272069	0.99999982	0
AT3G02090.1	7.72964	0.202115	0	0.91101323	0.99999982	0
AT3G02360.1	5.80326	0.253405	0	0.84332928	0.99999982	0
AT3G02470.3	11.00791	-0.267947	0	0.95721191	0.99999982	0
AT3G03780.3	6.2022	1.957231	1.56583	0.08673817	0.915267873	0
AT3G04400.2	6.64706	1.138171	0.59096	0.33580398	0.99999982	0
AT3G04910.3	6.38334	-1.827915	-0.95484	0.23294626	0.99999982	0
AT3G05220.2	7.0533	1.058325	0.45435	0.40649376	0.99999982	0
AT3G05680.1	6.40604	0.33648	0	0.73585904	0.99999982	0
AT3G06700.3	6.20547	-0.086594	0	0.95521375	0.99999982	0
AT3G07360.3	6.5292	-0.583249	0	0.55955054	0.99999982	0
AT3G07650.3	5.52127	0.479662	0	0.74606959	0.99999982	0
AT3G07700.1	5.39413	0.28117	0	0.88988265	0.99999982	0
AT3G08580.2	9.63109	0.419292	0	0.83400527	0.99999982	0
AT3G09440.2	7.12314	1.010708	0.66263	0.28109617	0.99999982	0
AT3G10920.2	5.85544	0.599928	0.0156	0.61923596	0.99999982	0
AT3G11400.1	6.39398	0.559213	0	0.53895701	0.99999982	0
AT3G11930.4	6.43536	-1.364352	-0.19205	0.74781281	0.99999982	0
AT3G11940.2	7.35507	-0.048502	0	0.96939277	0.99999982	0
AT3G12120.2	5.55077	0.925984	0.26297	0.53756856	0.99999982	0
AT3G13062.1	6.61471	-1.150436	-0.67761	0.29304955	0.99999982	0
AT3G13080.2	5.28522	-0.002964	0	0.99886604	0.99999982	0
AT3G13300.2	6.32812	0.217553	0	0.83283248	0.99999982	0
AT3G13460.2	8.07235	-0.046553	0	0.9765441	0.99999982	0
AT3G13920.3	7.82522	-0.41617	0	0.6736223	0.99999982	0
AT3G13920.4	5.49246	3.858538	2.51604	0.02174368	0.566125564	0
AT3G14350.3	6.35873	1.256945	1.17428	0.14215373	0.953749755	0
AT3G14415.1	10.9695	0.279361	0	0.98155205	0.99999982	0
AT3G14420.5	11.15844	0.741421	1.64952	0.06804635	0.88798183	0
AT3G14930.3	6.63572	-1.594312	-0.60568	0.39334411	0.99999982	0
AT3G14990.2	6.40001	1.270351	0.77069	0.26557891	0.99999982	0
AT3G15840.2	5.39513	-2.434335	-0.51116	0.52486151	0.99999982	0
AT3G15840.3	6.10854	0.849561	0.12924	0.70140508	0.99999982	0
AT3G15880.3	5.70873	1.974889	1.44503	0.1063259	0.925749143	0
AT3G15980.2	6.19332	0.590313	0.00881	0.5403014	0.99999982	0
AT3G16760.2	5.85758	1.56518	1.33252	0.1181455	0.939512061	0
AT3G17240.3	6.88201	1.152605	1.26204	0.1227435	0.939512061	0
AT3G17800.1	6.96231	0.872925	0.54241	0.31298135	0.99999982	0
AT3G19170.2	8.83464	-0.122586	0	0.95063242	0.99999982	0
AT3G19960.1	6.13485	0.268705	0	0.78996005	0.99999982	0
AT3G22235.2	5.2147	-2.81913	-0.75664	0.3755091	0.99999982	0
AT3G22380.1	6.55222	-1.321079	-0.28524	0.63142239	0.99999982	0
AT3G23940.2	6.37174	-0.143197	0	0.88810636	0.99999982	0
AT3G24170.3	4.98243	0.05752	0	0.97679313	0.99999982	0
AT3G26060.1	9.04803	0.417277	0	0.74009774	0.99999982	0
AT3G26510.2	6.16088	-1.316274	-0.42371	0.4919582	0.99999982	0
AT3G26570.2	6.36577	-1.668262	-0.25133	0.7111873	0.99999982	0
AT3G26744.4	5.28909	2.251518	1.4848	0.10432367	0.918048304	0
AT3G29360.2	6.2805	1.280524	1.09577	0.16085316	0.969051794	0
AT3G43300.2	6.10759	1.246951	0.82834	0.24016113	0.99999982	0
AT3G44310.2	5.05691	1.94966	0.58707	0.43937151	0.99999982	0
AT3G44630.1	5.69024	-0.888865	-0.15649	0.67407832	0.99999982	0
AT3G46010.1	5.54516	0.693339	0.1022	0.59105582	0.99999982	0
AT3G46600.2	4.66933	-1.849631	-0.55838	0.4518785	0.99999982	0
AT3G46600.3	5.13949	2.566705	1.50531	0.10574198	0.925749143	0
AT3G48050.2	5.58579	-0.979984	-0.16623	0.69994017	0.99999982	0
AT3G48500.1	5.51884	2.090511	1.40811	0.11545624	0.939512061	0
AT3G49010.4	5.61512	1.780314	1.14896	0.16686952	0.979925315	0
AT3G49010.5	5.67811	-1.379081	-0.24514	0.68635896	0.99999982	0
AT3G50950.1	4.90323	4.953951	3.94028	0.00244255	0.143296239	0
AT3G51800.1	5.09111	-2.658288	-0.84429	0.32186416	0.99999982	0
AT3G51800.3	5.08135	2.451775	1.40719	0.12277714	0.939512061	0
AT3G52140.3	5.8104	-0.700344	-0.05309	0.76442791	0.99999982	0
AT3G52150.2	6.23795	-2.343124	-0.60874	0.449038	0.99999982	0
AT3G52880.1	8.06514	0.242478	0	0.8681505	0.99999982	0
AT3G53420.2	9.0991	-1.385741	-3.07189	0.00730284	0.272567338	0
AT3G53460.1	8.83242	-2.073987	-1.7409	0.06603711	0.887167612	0
AT3G53460.2	8.9568	0.538812	0	0.57528138	0.99999982	0
AT3G53740.1	5.89974	-1.374777	-0.56233	0.39381267	0.99999982	0
AT3G54050.2	8.50413	-0.837272	-0.44393	0.3520197	0.99999982	0
AT3G54500.1	7.86864	0.193748	0	0.90145806	0.99999982	0
AT3G57050.2	6.05934	1.106875	0.63536	0.30709371	0.99999982	0
AT3G57300.1	6.44632	0.430036	0	0.65595115	0.99999982	0
AT3G57520.3	6.89686	-1.009564	-0.14158	0.74978129	0.99999982	0
AT3G58610.2	7.85725	1.338927	1.03405	0.17944098	0.997399338	0
AT3G58640.2	5.60559	1.761393	1.38524	0.1127472	0.934381215	0
AT3G59020.1	6.33916	1.065186	0.97597	0.18298106	0.997399338	0
AT3G59060.1	4.70619	-2.11682	-0.65074	0.40782228	0.99999982	0
AT3G59060.3	6.0969	2.360561	1.65545	0.07955225	0.899159344	0
AT3G59350.2	7.40808	-0.422624	0	0.67932873	0.99999982	0
AT3G59770.1	6.2157	0.653925	0.13293	0.47008086	0.99999982	0
AT3G59970.2	5.35016	1.710627	0.9104	0.24354097	0.99999982	0
AT3G60240.2	7.1419	0.795017	0.49396	0.32260699	0.99999982	0
AT3G60300.1	5.87172	-1.068607	-0.35225	0.49745033	0.99999982	0
AT3G60420.1	5.66799	2.582999	1.95355	0.04950659	0.818628167	0
AT3G60750.2	10.17605	1.027001	1.05544	0.16266777	0.971308408	0
AT3G62030.1	8.36224	-2.719555	-1.28238	0.15754579	0.961091495	0
AT3G62030.3	6.55291	-0.233303	0	0.9193588	0.99999982	0
AT3G62120.2	6.3194	1.405374	1.0054	0.19119629	0.99999982	0
AT3G62720.2	5.82958	1.253963	0.78896	0.25627014	0.99999982	0
AT3G63460.2	6.45415	0.649461	0.10357	0.50062196	0.99999982	0
AT3G63490.2	6.04647	-0.073693	0	0.97411658	0.99999982	0
AT2G01020.1	9.88546	-4.370433	-12.37664	6.5e-07	0.000201185	-1
AT2G01021.1	7.18513	-0.824771	-0.62174	0.27836011	0.99999982	0
AT2G01110.1	7.40588	0.231426	0	0.84756468	0.99999982	0
AT2G01140.1	6.69079	0.171226	0	0.86783151	0.99999982	0
AT2G01180.1	6.8419	-0.527758	0	0.56845617	0.99999982	0
AT2G01190.1	6.67382	0.375208	0	0.7018385	0.99999982	0
AT2G01250.1	5.40404	-0.456279	0	0.85216824	0.99999982	0
AT2G01570.1	6.01481	-1.277864	-0.46501	0.44949245	0.99999982	0
AT2G01850.1	7.83987	-0.024614	0	0.98434271	0.99999982	0
AT2G02070.1	6.75874	-0.196059	0	0.86323423	0.99999982	0
AT2G02100.1	5.68825	1.436187	1.112	0.16290099	0.971308408	0
AT2G02160.1	7.0791	-1.216629	-1.16177	0.143758	0.953749755	0
AT2G03440.1	6.07524	0.266459	0	0.80489693	0.99999982	0
AT2G03550.1	5.58709	-1.670744	-0.52039	0.4631131	0.99999982	0
AT2G03680.1	5.90216	0.660752	0.10165	0.5265906	0.99999982	0
AT2G03890.1	5.10737	3.167232	2.18412	0.03576917	0.720794046	0
AT2G04030.1	5.07507	0.91049	0.14347	0.70845717	0.99999982	0
AT2G04390.1	6.24485	0.344039	0	0.73386179	0.99999982	0
AT2G04520.1	6.3494	-0.32164	0	0.75931819	0.99999982	0
AT2G04700.1	6.82485	-0.835473	-0.37072	0.39369301	0.99999982	0
AT2G04842.1	7.30872	-0.257124	0	0.80042658	0.99999982	0
AT2G05070.1	11.38603	-1.676724	-7.90214	1.89e-05	0.003967939	-1
AT2G05100.1	10.64989	-1.484248	-5.14056	0.00038852	0.041622733	0
AT2G05310.1	6.72965	0.028189	0	0.97801797	0.99999982	0
AT2G05380.1	8.78279	-0.699554	-0.37579	0.35956561	0.99999982	0
AT2G05520.1	10.44415	-2.962753	-2.7368	0.0139086	0.417936428	0
AT2G05710.1	7.56354	0.241651	0	0.86572556	0.99999982	0
AT2G06520.1	11.02984	-0.838332	-1.60553	0.07275128	0.89484183	0
AT2G06530.1	6.49057	0.707801	0.24785	0.42019024	0.99999982	0
AT2G06850.1	7.80603	1.098567	1.41615	0.0972238	0.915267873	0
AT2G10940.1	10.12212	0.078744	0	0.99614655	0.99999982	0
AT2G13360.1	10.56102	-0.13374	0	0.9127291	0.99999982	0
AT2G13560.1	6.70464	0.943061	0.72783	0.25022374	0.99999982	0
AT2G14560.1	6.89966	1.519061	1.67529	0.06794283	0.88798183	0
AT2G14610.1	8.35765	2.634174	7.89489	1.955e-05	0.003967939	1
AT2G14890.1	6.58933	-0.712176	-0.13259	0.55476809	0.99999982	0
AT2G14910.1	7.35507	-0.195475	0	0.87616225	0.99999982	0
AT2G15090.1	6.6943	-0.556836	0	0.55928855	0.99999982	0
AT2G15620.1	7.96294	0.007989	0	0.9953041	0.99999982	0
AT2G15890.1	6.609	-4.910497	-2.75098	0.01583678	0.464545612	0
AT2G15960.1	6.86597	-0.187995	0	0.852846	0.99999982	0
AT2G15970.1	6.18586	-2.084795	-0.94553	0.25013175	0.99999982	0
AT2G16280.1	7.26265	0.322118	0	0.76152302	0.99999982	0
AT2G16485.1	6.18414	0.405132	0	0.68283449	0.99999982	0
AT2G16500.1	7.28604	1.185249	1.75944	0.05786362	0.847671437	0
AT2G16600.1	6.39653	2.526775	1.87976	0.05569432	0.847103772	0
AT2G16640.1	6.07524	0.045378	0	0.96828007	0.99999982	0
AT2G16660.1	7.44061	1.823867	2.72153	0.01291992	0.39538637	0
AT2G17200.1	5.78508	1.877602	1.49189	0.09668687	0.915267873	0
AT2G17230.1	8.10337	-1.168311	-1.3521	0.10757965	0.930092175	0
AT2G17360.1	5.59042	2.201515	1.48945	0.10266306	0.915267873	0
AT2G17390.1	6.35324	-1.570069	-0.9202	0.23037345	0.99999982	0
AT2G17480.1	5.97865	0.892003	0.42082	0.38029952	0.99999982	0
AT2G17520.1	6.68191	0.431218	0	0.65452447	0.99999982	0
AT2G17930.1	7.10316	0.811543	0.58786	0.28923848	0.99999982	0
AT2G18020.1	7.8353	-0.09421	0	0.94053504	0.99999982	0
AT2G18700.1	8.17514	-0.370169	0	0.71769111	0.99999982	0
AT2G18710.1	6.6639	-0.552733	0	0.54612623	0.99999982	0
AT2G18960.1	9.83743	0.304838	0	0.94175121	0.99999982	0
AT2G19480.1	7.4407	-0.068103	0	0.94991029	0.99999982	0
AT2G20190.1	5.80932	0.711854	0.13794	0.54417131	0.99999982	0
AT2G20260.1	8.55002	-1.067977	-1.6411	0.06913885	0.888957218	0
AT2G20420.1	6.59925	0.068241	0	0.94676327	0.99999982	0
AT2G20580.1	6.73096	1.267042	1.54118	0.08154161	0.905091475	0
AT2G20670.1	7.84112	-1.245213	-1.20799	0.13484294	0.950375271	0
AT2G20860.1	6.81588	0.446136	0	0.645362	0.99999982	0
AT2G20890.1	8.93108	-0.99318	-1.56459	0.07750937	0.89484183	0
AT2G20920.1	6.74866	-0.16255	0	0.88096465	0.99999982	0
AT2G20960.1	6.81049	-0.979138	-0.70454	0.26135388	0.99999982	0
AT2G21120.1	6.53882	0.949417	0.66287	0.27394517	0.99999982	0
AT2G21170.1	5.98795	4.479928	3.1464	0.00807447	0.284221174	0
AT2G21330.1	10.73976	0.161496	0	0.93522821	0.99999982	0
AT2G21380.1	6.74466	0.323856	0	0.74998123	0.99999982	0
AT2G21390.1	7.18574	0.111687	0	0.91294043	0.99999982	0
AT2G21440.1	6.29945	1.070193	0.94124	0.19238893	0.99999982	0
AT2G21580.1	6.29576	-0.005617	0	0.99568508	0.99999982	0
AT2G21660.1	9.70049	-1.292357	-1.34143	0.1110293	0.932681877	0
AT2G21960.1	6.71049	-0.10495	0	0.92416733	0.99999982	0
AT2G21970.1	6.24864	0.787323	0.30732	0.41768397	0.99999982	0
AT2G22125.1	7.14804	0.862679	0.82471	0.21742692	0.99999982	0
AT2G22430.1	7.27875	0.258112	0	0.83901402	0.99999982	0
AT2G22500.1	6.76537	0.733163	0.35114	0.37381407	0.99999982	0
AT2G22660.2	6.54946	0.73379	0.36389	0.36824593	0.99999982	0
AT2G22795.1	6.36564	-0.721333	-0.16897	0.50623889	0.99999982	0
AT2G23070.1	6.27538	0.026298	0	0.98042923	0.99999982	0
AT2G23090.1	6.88867	0.906682	0.66719	0.2683741	0.99999982	0
AT2G23320.1	5.71984	-1.666285	-0.44616	0.52293328	0.99999982	0
AT2G23350.1	7.35883	0.683396	0.22288	0.42443448	0.99999982	0
AT2G23600.1	6.47088	0.928931	0.74809	0.24266155	0.99999982	0
AT2G23670.1	7.09403	-1.599942	-1.23635	0.13885353	0.950375271	0
AT2G23810.1	8.08826	-0.58027	0	0.508032	0.99999982	0
AT2G24020.1	6.5368	-1.341634	-0.65276	0.33250083	0.99999982	0
AT2G24060.1	5.95817	-0.246084	0	0.89036468	0.99999982	0
AT2G24090.1	7.89363	0.327599	0	0.77984675	0.99999982	0
AT2G24270.4	5.3164	0.934084	0.24197	0.56829647	0.99999982	0
AT2G24280.1	6.33765	-0.091863	0	0.92832099	0.99999982	0
AT2G24360.1	5.68825	-1.000927	-0.27404	0.5580845	0.99999982	0
AT2G24550.1	6.32547	-0.292445	0	0.77773139	0.99999982	0
AT2G24790.1	6.73835	-3.178011	-1.36116	0.14562982	0.953749755	0
AT2G24820.1	6.82972	0.648917	0.1213	0.47622898	0.99999982	0
AT2G24945.1	6.61805	-0.744863	-0.22453	0.46252277	0.99999982	0
AT2G25080.1	8.36389	-1.185647	-1.96038	0.04223737	0.773403311	0
AT2G25170.1	6.20264	0.399601	0	0.68977111	0.99999982	0
AT2G25430.1	7.44421	-0.212242	0	0.85661108	0.99999982	0
AT2G25490.1	5.99258	1.128243	0.7943	0.24227289	0.99999982	0
AT2G25510.1	5.67809	7.273877	6.0352	0.00017337	0.023135378	0
AT2G25660.1	6.26307	0.594377	0.01562	0.5362501	0.99999982	0
AT2G25670.1	6.56273	0.534452	0	0.56482291	0.99999982	0
AT2G25970.1	7.06123	0.509966	0	0.59209817	0.99999982	0
AT2G26010.1	5.92097	2.577798	1.68316	0.07828331	0.89484183	0
AT2G26080.1	10.09714	0.360754	0	0.8789565	0.99999982	0
AT2G26140.1	6.8414	0.245625	0	0.83096293	0.99999982	0
AT2G26190.1	6.61617	-0.105894	0	0.91893872	0.99999982	0
AT2G26250.1	6.96998	-0.102131	0	0.92345873	0.99999982	0
AT2G26280.1	6.3394	-1.038148	-0.39333	0.44950012	0.99999982	0
AT2G26500.2	8.64082	0.015875	0	0.98967172	0.99999982	0
AT2G26560.1	7.78507	0.841387	0.76271	0.23461003	0.99999982	0
AT2G26570.1	6.74882	0.672994	0.16752	0.45665938	0.99999982	0
AT2G26670.1	5.07727	-2.641018	-0.84389	0.32143164	0.99999982	0
AT2G26740.1	6.10924	-1.552198	-0.63408	0.37015189	0.99999982	0
AT2G26890.1	6.57365	0.905463	0.69714	0.2579321	0.99999982	0
AT2G26900.1	6.87607	-0.812586	-0.38865	0.37507439	0.99999982	0
AT2G26910.1	6.39749	0.306212	0	0.76223773	0.99999982	0
AT2G26980.4	6.75464	0.868096	0.28649	0.47982213	0.99999982	0
AT2G27050.1	6.56464	0.106836	0	0.92331539	0.99999982	0
AT2G27290.1	6.86341	0.450226	0	0.672685	0.99999982	0
AT2G27530.1	5.40404	-0.735625	-0.06543	0.76539189	0.99999982	0
AT2G27680.1	8.03778	0.496373	0	0.62553356	0.99999982	0
AT2G27730.1	6.25265	0.78065	0.38371	0.36889781	0.99999982	0
AT2G27860.1	6.77921	0.897865	0.83923	0.21423843	0.99999982	0
AT2G28000.1	8.85867	-0.28857	0	0.82079242	0.99999982	0
AT2G28190.1	8.15819	-0.564649	0	0.52922048	0.99999982	0
AT2G28800.1	7.31118	-1.998977	-0.58634	0.44356493	0.99999982	0
AT2G28840.1	5.07599	0.383867	0	0.84845068	0.99999982	0
AT2G28900.1	7.46679	-0.214988	0	0.8896485	0.99999982	0
AT2G28910.1	7.71916	-0.1614	0	0.88325834	0.99999982	0
AT2G29400.1	5.57957	1.365717	0.8642	0.2365614	0.99999982	0
AT2G29450.1	6.66272	-0.785754	-0.27365	0.44408758	0.99999982	0
AT2G29980.1	6.47714	1.37607	1.45441	0.09442733	0.915267873	0
AT2G30110.1	7.35749	0.911516	0.82195	0.21952537	0.99999982	0
AT2G30230.1	12.58733	0.95739	0.36591	0.44506891	0.99999982	0
